datetime,longitude,latitude,speed
2021-08-01 00:00:00,-121.48591323611379,39.51464356020745,3.6011199951171875
2021-08-01 01:00:00,-121.48591323611379,39.51464356020745,3.8759918212890625
2021-08-01 02:00:00,-121.48591323611379,39.51464356020745,3.6695404052734375
2021-08-01 03:00:00,-121.48591323611379,39.51464356020745,3.7170562744140625
2021-08-01 04:00:00,-121.48591323611379,39.51464356020745,3.942178726196289
2021-08-01 05:00:00,-121.48591323611379,39.51464356020745,3.863801956176758
2021-08-01 06:00:00,-121.48591323611379,39.51464356020745,3.52227783203125
2021-08-01 07:00:00,-121.48591323611379,39.51464356020745,3.045135498046875
2021-08-01 08:00:00,-121.48591323611379,39.51464356020745,2.694662094116211
2021-08-01 09:00:00,-121.48591323611379,39.51464356020745,2.470094680786133
2021-08-01 10:00:00,-121.48591323611379,39.51464356020745, 2.206258773803711
2021-08-01 11:00:00,-121.48591323611379,39.51464356020745,1.977341651916504
2021-08-01 12:00:00,-121.48591323611379,39.51464356020745,1.706923484802246
2021-08-01 13:00:00,-121.48591323611379,39.51464356020745,1.4105758666992188
2021-08-01 14:00:00,-121.48591323611379,39.51464356020745,0.9621849060058594
2021-08-01 15:00:00,-121.48591323611379,39.51464356020745,0.7694282531738281
2021-08-01 16:00:00,-121.48591323611379,39.51464356020745,1.1116447448730469
2021-08-01 17:00:00,-121.48591323611379,39.51464356020745,1.7836246490478516
2021-08-01 18:00:00,-121.48591323611379,39.51464356020745,2.5078582763671875
2021-08-01 19:00:00,-121.48591323611379,39.51464356020745,2.7061996459960938
2021-08-01 20:00:00,-121.48591323611379,39.51464356020745,3.017423629760742
2021-08-01 21:00:00,-121.48591323611379,39.51464356020745,2.9904346466064453
2021-08-01 22:00:00,-121.48591323611379,39.51464356020745,2.8781166076660156
2021-08-01 23:00:00,-121.48591323611379,39.51464356020745,2.6134557723999023
2021-08-01 00:00:00,-121.46345535401079,39.51464356020745,3.6011199951171875
2021-08-01 01:00:00,-121.46345535401079,39.51464356020745,3.8759918212890625
2021-08-01 02:00:00,-121.46345535401079,39.51464356020745,3.6695404052734375
2021-08-01 03:00:00,-121.46345535401079,39.51464356020745,3.7170562744140625
2021-08-01 04:00:00,-121.46345535401079,39.51464356020745,3.942178726196289
2021-08-01 05:00:00,-121.46345535401079,39.51464356020745,3.863801956176758
2021-08-01 06:00:00,-121.46345535401079,39.51464356020745,3.52227783203125
2021-08-01 07:00:00,-121.46345535401079,39.51464356020745,3.045135498046875
2021-08-01 08:00:00,-121.46345535401079,39.51464356020745,2.694662094116211
2021-08-01 09:00:00,-121.46345535401079,39.51464356020745,2.470094680786133
2021-08-01 10:00:00,-121.46345535401079,39.51464356020745,2.206258773803711
2021-08-01 11:00:00,-121.46345535401079,39.51464356020745,1.977341651916504
2021-08-01 12:00:00,-121.46345535401079,39.51464356020745,1.706923484802246
2021-08-01 13:00:00,-121.46345535401079,39.51464356020745,1.4105758666992188
2021-08-01 14:00:00,-121.46345535401079,39.51464356020745,0.9621849060058594
2021-08-01 15:00:00,-121.46345535401079,39.51464356020745,0.7694282531738281
2021-08-01 16:00:00,-121.46345535401079,39.51464356020745,1.1116447448730469
2021-08-01 17:00:00,-121.46345535401079,39.51464356020745,1.7836246490478516
2021-08-01 18:00:00,-121.46345535401079,39.51464356020745,2.5078582763671875
2021-08-01 19:00:00,-121.46345535401079,39.51464356020745,2.7061996459960938
2021-08-01 20:00:00,-121.46345535401079,39.51464356020745,3.017423629760742
2021-08-01 21:00:00,-121.46345535401079,39.51464356020745,2.9904346466064453
2021-08-01 22:00:00,-121.46345535401079,39.51464356020745,2.8781166076660156
2021-08-01 23:00:00,-121.46345535401079,39.51464356020745,2.6134557723999023
2021-08-01 00:00:00,-121.4409974719078,39.51464356020745,3.1609344482421875
2021-08-01 01:00:00,-121.4409974719078,39.51464356020745,3.0302886962890625
2021-08-01 02:00:00,-121.4409974719078,39.51464356020745,2.9654388427734375
2021-08-01 03:00:00,-121.4409974719078,39.51464356020745,3.0295562744140625
2021-08-01 04:00:00,-121.4409974719078,39.51464356020745,3.279092788696289
2021-08-01 05:00:00,-121.4409974719078,39.51464356020745,3.121614456176758
2021-08-01 06:00:00,-121.4409974719078,39.51464356020745,2.76837158203125
2021-08-01 07:00:00,-121.4409974719078,39.51464356020745,2.394744873046875
2021-08-01 08:00:00,-121.4409974719078,39.51464356020745,2.060873031616211
2021-08-01 09:00:00,-121.4409974719078,39.51464356020745,1.8861103057861328
2021-08-01 10:00:00,-121.4409974719078,39.51464356020745,1.653524398803711
2021-08-01 11:00:00,-121.4409974719078,39.51464356020745,1.494856834411621
2021-08-01 12:00:00,-121.4409974719078,39.51464356020745,1.288954734802246
2021-08-01 13:00:00,-121.4409974719078,39.51464356020745,1.2158279418945312
2021-08-01 14:00:00,-121.4409974719078,39.51464356020745,0.8524818420410156
2021-08-01 15:00:00,-121.4409974719078,39.51464356020745,0.5164985656738281
2021-08-01 16:00:00,-121.4409974719078,39.51464356020745,1.0276603698730469
2021-08-01 17:00:00,-121.4409974719078,39.51464356020745,1.8890933990478516
2021-08-01 18:00:00,-121.4409974719078,39.51464356020745,2.6982879638671875
2021-08-01 19:00:00,-121.4409974719078,39.51464356020745,2.9298324584960938
2021-08-01 20:00:00,-121.4409974719078,39.51464356020745,3.273771286010742
2021-08-01 21:00:00,-121.4409974719078,39.51464356020745,3.2960987091064453
2021-08-01 22:00:00,-121.4409974719078,39.51464356020745,3.1788978576660156
2021-08-01 23:00:00,-121.4409974719078,39.51464356020745,2.8624792098999023
