datetime,Power,Mask,longitude,latitude
2021-08-05 20:00:32.100,77.90291595458984,10,-121.20968128624705,39.94808068479512
2021-08-05 20:00:32.100,77.90291595458984,10,-121.19171498056465,39.94808068479512
2021-08-05 22:30:31.900,113.91569519042969,10,-121.1018834521527,39.966046990477516
2021-08-05 22:40:31.900,110.78690338134766,30,-121.1018834521527,39.966046990477516
2021-08-05 22:30:31.900,113.91569519042969,10,-121.08391714647031,39.966046990477516
2021-08-05 22:40:31.900,110.78690338134766,30,-121.08391714647031,39.966046990477516
2021-08-05 22:30:31.900,113.91569519042969,10,-121.1018834521527,39.9840132961599
2021-08-05 22:40:31.900,110.78690338134766,30,-121.1018834521527,39.9840132961599
2021-08-05 22:30:31.900,113.91569519042969,10,-121.08391714647031,39.9840132961599
2021-08-05 22:40:31.900,110.78690338134766,30,-121.08391714647031,39.9840132961599
2021-08-05 00:40:31.900,86.6377944946289,30,-121.17374867488226,40.07384482457186
2021-08-05 20:40:32.100,198.1875,33,-121.17374867488226,40.07384482457186
2021-08-05 20:30:32.100,202.7403564453125,33,-121.15578236919987,40.07384482457186
2021-08-05 20:40:32.100,494.4568176269531,33,-121.15578236919987,40.07384482457186
2021-08-05 20:50:32.100,265.5948486328125,33,-121.15578236919987,40.07384482457186
2021-08-05 21:00:32.100,240.7142791748047,33,-121.15578236919987,40.07384482457186
2021-08-05 21:10:31.900,213.1151580810547,33,-121.15578236919987,40.07384482457186
2021-08-05 21:20:31.900,202.20462036132812,33,-121.15578236919987,40.07384482457186
2021-08-05 21:30:31.900,164.7594757080078,33,-121.15578236919987,40.07384482457186
2021-08-05 21:40:31.900,142.42852783203125,34,-121.15578236919987,40.07384482457186
2021-08-05 21:50:31.900,130.00994873046875,34,-121.15578236919987,40.07384482457186
2021-08-05 22:30:31.900,121.25403594970703,34,-121.15578236919987,40.07384482457186
2021-08-05 23:10:31.900,109.13948822021484,34,-121.15578236919987,40.07384482457186
2021-08-05 23:20:31.900,120.73894500732422,30,-121.15578236919987,40.07384482457186
2021-08-05 23:30:31.900,112.81842041015625,30,-121.15578236919987,40.07384482457186
2021-08-05 23:40:31.900,110.41864776611328,33,-121.15578236919987,40.07384482457186
2021-08-05 23:50:31.900,113.45174407958984,30,-121.15578236919987,40.07384482457186
2021-08-05 20:30:32.100,202.7403564453125,33,-121.13781606351748,40.07384482457186
2021-08-05 20:40:32.100,494.4568176269531,33,-121.13781606351748,40.07384482457186
2021-08-05 20:50:32.100,265.5948486328125,33,-121.13781606351748,40.07384482457186
2021-08-05 21:00:32.100,240.7142791748047,33,-121.13781606351748,40.07384482457186
2021-08-05 21:10:31.900,213.1151580810547,33,-121.13781606351748,40.07384482457186
2021-08-05 21:20:31.900,202.20462036132812,33,-121.13781606351748,40.07384482457186
2021-08-05 21:30:31.900,164.7594757080078,33,-121.13781606351748,40.07384482457186
2021-08-05 21:40:31.900,142.42852783203125,34,-121.13781606351748,40.07384482457186
2021-08-05 21:50:31.900,130.00994873046875,34,-121.13781606351748,40.07384482457186
2021-08-05 22:30:31.900,121.25403594970703,34,-121.13781606351748,40.07384482457186
2021-08-05 23:10:31.900,109.13948822021484,34,-121.13781606351748,40.07384482457186
2021-08-05 23:20:31.900,120.73894500732422,30,-121.13781606351748,40.07384482457186
2021-08-05 23:30:31.900,112.81842041015625,30,-121.13781606351748,40.07384482457186
2021-08-05 23:40:31.900,110.41864776611328,33,-121.13781606351748,40.07384482457186
2021-08-05 23:50:31.900,113.45174407958984,30,-121.13781606351748,40.07384482457186
2021-08-05 19:20:32.100,138.15306091308594,13,-121.11984975783508,40.07384482457186
2021-08-05 19:30:32.100,122.04840087890625,34,-121.11984975783508,40.07384482457186
2021-08-05 19:50:32.100,138.25921630859375,33,-121.11984975783508,40.07384482457186
2021-08-05 20:00:32.100,167.28089904785156,33,-121.11984975783508,40.07384482457186
2021-08-05 20:10:32.100,185.73387145996094,33,-121.11984975783508,40.07384482457186
2021-08-05 20:20:32.100,213.34652709960938,33,-121.11984975783508,40.07384482457186
2021-08-05 20:30:32.100,193.9459686279297,33,-121.11984975783508,40.07384482457186
2021-08-05 20:40:32.100,223.01133728027344,33,-121.11984975783508,40.07384482457186
2021-08-05 20:50:32.100,210.00926208496094,33,-121.11984975783508,40.07384482457186
2021-08-05 21:00:32.100,176.8285675048828,33,-121.11984975783508,40.07384482457186
2021-08-05 21:10:31.900,197.00790405273438,33,-121.11984975783508,40.07384482457186
2021-08-05 21:20:31.900,194.8680419921875,33,-121.11984975783508,40.07384482457186
2021-08-05 21:30:31.900,222.70721435546875,33,-121.11984975783508,40.07384482457186
2021-08-05 21:40:31.900,275.6282043457031,33,-121.11984975783508,40.07384482457186
2021-08-05 21:50:31.900,237.7594757080078,33,-121.11984975783508,40.07384482457186
2021-08-05 22:00:31.900,214.96710205078125,33,-121.11984975783508,40.07384482457186
2021-08-05 22:10:31.900,262.820068359375,33,-121.11984975783508,40.07384482457186
2021-08-05 22:20:31.900,274.8158874511719,33,-121.11984975783508,40.07384482457186
2021-08-05 22:30:31.900,332.590576171875,33,-121.11984975783508,40.07384482457186
2021-08-05 22:40:31.900,330.9903259277344,33,-121.11984975783508,40.07384482457186
2021-08-05 22:50:31.900,308.83294677734375,33,-121.11984975783508,40.07384482457186
2021-08-05 23:00:31.900,325.0556945800781,33,-121.11984975783508,40.07384482457186
2021-08-05 23:10:31.900,289.8781433105469,33,-121.11984975783508,40.07384482457186
2021-08-05 23:20:31.900,264.9151916503906,33,-121.11984975783508,40.07384482457186
2021-08-05 23:30:31.900,348.8166198730469,33,-121.11984975783508,40.07384482457186
2021-08-05 23:40:31.900,244.20982360839844,33,-121.11984975783508,40.07384482457186
2021-08-05 23:50:31.900,199.7662811279297,33,-121.11984975783508,40.07384482457186
2021-08-05 19:20:32.100,137.33340454101562,30,-121.04798453510553,40.07384482457186
2021-08-05 20:10:32.100,312.5846252441406,30,-121.04798453510553,40.07384482457186
2021-08-05 20:20:32.100,250.29739379882812,30,-121.04798453510553,40.07384482457186
2021-08-05 20:30:32.100,200.669921875,30,-121.04798453510553,40.07384482457186
2021-08-05 20:40:32.100,193.5590362548828,30,-121.04798453510553,40.07384482457186
2021-08-05 20:50:32.100,185.3120880126953,30,-121.04798453510553,40.07384482457186
2021-08-05 19:20:32.100,137.33340454101562,30,-121.03001822942313,40.07384482457186
2021-08-05 20:10:32.100,312.5846252441406,30,-121.03001822942313,40.07384482457186
2021-08-05 20:20:32.100,250.29739379882812,30,-121.03001822942313,40.07384482457186
2021-08-05 20:30:32.100,200.669921875,30,-121.03001822942313,40.07384482457186
2021-08-05 20:40:32.100,193.5590362548828,30,-121.03001822942313,40.07384482457186
2021-08-05 20:50:32.100,185.3120880126953,30,-121.03001822942313,40.07384482457186
2021-08-05 00:00:31.900,119.61551666259766,30,-121.01205192374074,40.07384482457186
2021-08-05 00:10:31.900,104.63209533691406,30,-121.01205192374074,40.07384482457186
2021-08-05 20:10:32.100,205.77108764648438,30,-121.01205192374074,40.07384482457186
2021-08-05 00:40:31.900,86.6377944946289,30,-121.17374867488226,40.09181113025424
