,39.94808068479512,39.96609868479512,39.98411668479512,40.00213468479512,40.020152684795114,40.03817068479511,40.05618868479511,40.07420668479511,40.092224684795106,40.110242684795104,40.1282606847951,40.1462786847951,40.1642966847951,40.182314684795095,40.20033268479509,40.21835068479509,40.23636868479509,40.25438668479509,40.272404684795085,40.29042268479508,40.30844068479508,40.32645868479508,40.344476684795076,40.362494684795074,40.38051268479507,40.39853068479507,40.41654868479507,40.434566684795065,40.45258468479506,40.47060268479506,40.48862068479506
-121.44324326011812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-121.42522526011813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-121.40720726011813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.4893341064453,673.986572265625,0.0,0.0,0.0,0.0,147.35479736328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-121.38918926011813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.4893341064453,673.986572265625,673.986572265625,978.9541015625,0.0,0.0,147.35479736328125,147.35479736328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-121.37117126011813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.4866943359375,0.0,0.0,0.0,978.9541015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-121.35315326011813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.80007934570312,131.80007934570312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-121.33513526011814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.80007934570312,0.0,545.6867065429688,545.6867065429688,1115.0882568359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-121.31711726011814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.64820861816406,827.6060791015625,545.6867065429688,1115.0882568359375,2748.083251953125,2748.083251953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-121.29909926011814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.04232788085938,827.6060791015625,827.6060791015625,2483.506103515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
